Name,Type,Master,Height,Width,isSource,isSink,isNode,Cluster_id,color
inst_26741,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26742,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26743,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26744,inst,MAJIxp5_ASAP7_75t_R,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26745,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26746,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26747,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26748,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26749,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26750,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26751,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26752,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26753,inst,OAI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26754,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26755,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26756,inst,A2O1A1Ixp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26757,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26758,inst,OAI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26759,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26760,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26761,inst,NAND5xp2_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26762,inst,NAND2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26763,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26764,inst,OAI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26765,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26766,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26767,inst,ASYNC_DFFHx1_ASAP7_75t_SL,0.27,1.404,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26768,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26769,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26770,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26771,inst,AOI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26772,inst,AOI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26773,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26774,inst,NAND5xp2_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26775,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26776,inst,AOI21xp33_ASAP7_75t_R,0.27,0.27,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26777,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26778,inst,OAI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26779,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26780,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26781,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26782,inst,OAI322xp33_ASAP7_75t_SL,0.27,0.486,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26783,inst,AOI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26784,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26785,inst,OAI322xp33_ASAP7_75t_SL,0.27,0.486,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26786,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26787,inst,OAI21xp33_ASAP7_75t_R,0.27,0.27,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26788,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26789,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26790,inst,XOR2xp5_ASAP7_75t_R,0.27,0.486,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26791,inst,ASYNC_DFFHx1_ASAP7_75t_SL,0.27,1.404,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26793,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26794,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26795,inst,ASYNC_DFFHx1_ASAP7_75t_SL,0.27,1.404,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26796,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26799,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26800,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26801,inst,AOI31xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26802,inst,NOR2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26803,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26804,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26805,inst,NAND2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26808,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26809,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26810,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26811,inst,AOI211xp5_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26812,inst,NOR2xp33_ASAP7_75t_R,0.27,0.216,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26813,inst,AOI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26814,inst,AOI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26817,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26818,inst,ASYNC_DFFHx1_ASAP7_75t_SL,0.27,1.404,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26819,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26822,inst,AOI22xp33_ASAP7_75t_L,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26823,inst,FAx1_ASAP7_75t_SL,0.27,0.756,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26824,inst,OAI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26825,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26826,inst,NOR2xp33_ASAP7_75t_R,0.27,0.216,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26827,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26828,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26829,inst,ASYNC_DFFHx1_ASAP7_75t_SL,0.27,1.404,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26830,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26834,inst,NOR2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26837,inst,MAJIxp5_ASAP7_75t_R,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26838,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26839,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26840,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26842,inst,XOR2xp5_ASAP7_75t_R,0.27,0.486,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26843,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26844,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26845,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26846,inst,OAI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26847,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26850,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26852,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26853,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26854,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26855,inst,AOI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26856,inst,OAI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26857,inst,ASYNC_DFFHx1_ASAP7_75t_SL,0.27,1.404,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26858,inst,OAI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26859,inst,A2O1A1Ixp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26862,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26863,inst,OAI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26867,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26868,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26869,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26870,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26871,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26873,inst,AOI21xp33_ASAP7_75t_R,0.27,0.27,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26874,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26875,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26876,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26877,inst,ASYNC_DFFHx1_ASAP7_75t_SL,0.27,1.404,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26878,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26879,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26880,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26881,inst,NOR3xp33_ASAP7_75t_R,0.27,0.27,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26882,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26883,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26884,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26885,inst,ASYNC_DFFHx1_ASAP7_75t_SL,0.27,1.404,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26886,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26887,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26888,inst,A2O1A1Ixp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26889,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26890,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26891,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26892,inst,NOR2xp33_ASAP7_75t_R,0.27,0.216,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26893,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26894,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26895,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26896,inst,ASYNC_DFFHx1_ASAP7_75t_SL,0.27,1.404,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26897,inst,ASYNC_DFFHx1_ASAP7_75t_SL,0.27,1.404,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26899,inst,AOI22xp5_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26900,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26901,inst,AOI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26902,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26905,inst,AOI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26906,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26907,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26908,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26909,inst,NOR2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26910,inst,NAND2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26911,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26912,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26913,inst,NOR2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26914,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26915,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26916,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26917,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26918,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26919,inst,AOI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26920,inst,FAx1_ASAP7_75t_SL,0.27,0.756,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26921,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26922,inst,OAI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26924,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26925,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26926,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26927,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26928,inst,ASYNC_DFFHx1_ASAP7_75t_SL,0.27,1.404,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26929,inst,NAND2xp5_ASAP7_75t_R,0.27,0.216,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26930,inst,OAI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26931,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26932,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26933,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26934,inst,AOI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26935,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26936,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26937,inst,OAI22xp5_ASAP7_75t_L,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26938,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26939,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26940,inst,NOR2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26941,inst,A2O1A1Ixp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26943,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26945,inst,AND2x2_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26946,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26947,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26948,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26949,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26950,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26951,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26952,inst,OAI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26953,inst,AOI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26955,inst,OAI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26956,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26957,inst,DFFHQNx1_ASAP7_75t_R,0.27,1.08,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26958,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26959,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26960,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,17.0,"(np.int64(118), np.int64(50), np.int64(118))"
inst_26961,inst,OAI221xp5_ASAP7_75t_SL,0.27,0.378,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26962,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26963,inst,ASYNC_DFFHx1_ASAP7_75t_SL,0.27,1.404,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26964,inst,OR2x2_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26965,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
inst_26966,inst,AOI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,1.0,"(np.int64(50), np.int64(50), np.int64(118))"
