Source,Sink,Weight,Net
inst_41957,inst_42592,0.111111111111,net_27909
inst_41957,inst_42593,0.111111111111,net_27909
inst_41957,inst_42594,0.111111111111,net_27909
inst_41997,inst_35560,0.1,net_27910
inst_41997,inst_35561,0.1,net_27910
inst_41997,inst_35562,0.1,net_27910
inst_41997,inst_41983,0.1,net_27910
inst_41997,inst_41999,0.1,net_27910
inst_41997,inst_42099,0.1,net_27910
inst_41997,inst_42162,0.1,net_27910
inst_41997,inst_42779,0.1,net_27910
inst_41997,inst_42780,0.1,net_27910
inst_41997,inst_42781,0.1,net_27910
inst_42002,inst_38451,0.0833333333333,net_27911
inst_42002,inst_38452,0.0833333333333,net_27911
inst_42002,inst_41983,0.0833333333333,net_27911
inst_42002,inst_42005,0.0833333333333,net_27911
inst_42002,inst_42013,0.0833333333333,net_27911
inst_42002,inst_42033,0.0833333333333,net_27911
inst_42002,inst_42034,0.0833333333333,net_27911
inst_42002,inst_42099,0.0833333333333,net_27911
inst_42002,inst_42159,0.0833333333333,net_27911
inst_42002,inst_42792,0.0833333333333,net_27911
inst_42002,inst_42793,0.0833333333333,net_27911
inst_42002,inst_42794,0.0833333333333,net_27911
inst_42473,inst_38451,0.0833333333333,net_27912
inst_42473,inst_38452,0.0833333333333,net_27912
inst_42473,inst_41269,0.0833333333333,net_27912
inst_42473,inst_42411,0.0833333333333,net_27912
inst_42473,inst_42412,0.0833333333333,net_27912
inst_42473,inst_42413,0.0833333333333,net_27912
inst_42473,inst_42468,0.0833333333333,net_27912
inst_42473,inst_42469,0.0833333333333,net_27912
inst_42473,inst_42470,0.0833333333333,net_27912
inst_42473,inst_42471,0.0833333333333,net_27912
inst_42473,inst_42477,0.0833333333333,net_27912
inst_42473,inst_42499,0.0833333333333,net_27912
inst_42916,FE_DBTC1286_net_27913,0.125,net_27913
inst_42916,inst_38432,0.125,net_27913
inst_42916,inst_38433,0.125,net_27913
inst_42916,inst_42968,0.125,net_27913
inst_42916,inst_42969,0.125,net_27913
inst_42916,inst_42970,0.125,net_27913
inst_42916,inst_43027,0.125,net_27913
inst_42916,inst_43028,0.125,net_27913
inst_42960,inst_38391,0.125,net_27914
inst_42960,inst_38392,0.125,net_27914
inst_42960,inst_41257,0.125,net_27914
inst_42960,inst_41258,0.125,net_27914
inst_42960,inst_42715,0.125,net_27914
inst_42960,inst_42965,0.125,net_27914
inst_42960,inst_43027,0.125,net_27914
inst_42960,inst_43028,0.125,net_27914
inst_42966,inst_38391,0.125,net_27915
inst_42966,inst_38392,0.125,net_27915
inst_42966,inst_41256,0.125,net_27915
inst_42966,inst_42715,0.125,net_27915
inst_42966,inst_42977,0.125,net_27915
inst_42966,inst_42978,0.125,net_27915
inst_42966,inst_43032,0.125,net_27915
inst_42966,inst_43033,0.125,net_27915
inst_42971,inst_38362,0.111111111111,net_27916
inst_42971,inst_38363,0.111111111111,net_27916
inst_42971,inst_41277,0.111111111111,net_27916
inst_42971,inst_42720,0.111111111111,net_27916
inst_42971,inst_42721,0.111111111111,net_27916
inst_42971,inst_42975,0.111111111111,net_27916
inst_42971,inst_42976,0.111111111111,net_27916
inst_42971,inst_43032,0.111111111111,net_27916
inst_42971,inst_43033,0.111111111111,net_27916
inst_42901,inst_38266,0.1,net_27917
inst_42901,inst_38267,0.1,net_27917
inst_42901,inst_41268,0.1,net_27917
inst_42901,inst_41269,0.1,net_27917
inst_42901,inst_42904,0.1,net_27917
inst_42901,inst_42907,0.1,net_27917
inst_42901,inst_42931,0.1,net_27917
inst_42901,inst_42932,0.1,net_27917
inst_42901,inst_42975,0.1,net_27917
inst_42901,inst_42976,0.1,net_27917
inst_42919,inst_38077,0.25,net_27918
inst_42919,inst_38079,0.25,net_27918
inst_42919,inst_41276,0.25,net_27918
inst_42919,inst_42927,0.25,net_27918
inst_42928,inst_38077,0.2,net_27919
inst_42928,inst_38079,0.2,net_27919
inst_42928,inst_41276,0.2,net_27919
inst_42928,inst_42927,0.2,net_27919
inst_42928,inst_42931,0.2,net_27919
inst_42920,inst_38015,0.166666666667,net_27920
inst_42920,inst_38016,0.166666666667,net_27920
inst_42920,inst_41276,0.166666666667,net_27920
inst_42920,inst_41277,0.166666666667,net_27920
inst_42920,inst_42925,0.166666666667,net_27920
inst_42920,inst_42926,0.166666666667,net_27920
inst_42937,inst_38021,0.142857142857,net_27921
inst_42937,inst_38022,0.142857142857,net_27921
inst_42937,inst_41276,0.142857142857,net_27921
inst_42937,inst_41277,0.142857142857,net_27921
inst_42937,inst_42939,0.142857142857,net_27921
inst_42937,inst_42940,0.142857142857,net_27921
inst_42937,inst_42941,0.142857142857,net_27921
inst_42942,inst_38020,0.2,net_27922
inst_42942,inst_38021,0.2,net_27922
inst_42942,inst_41479,0.2,net_27922
inst_42942,inst_41480,0.2,net_27922
inst_42942,inst_42957,0.2,net_27922
inst_42944,inst_37940,0.166666666667,net_27923
inst_42944,inst_37941,0.166666666667,net_27923
inst_42944,inst_41486,0.166666666667,net_27923
inst_42944,inst_41487,0.166666666667,net_27923
inst_42944,inst_42958,0.166666666667,net_27923
inst_42944,inst_42959,0.166666666667,net_27923
inst_42949,inst_37887,0.166666666667,net_27924
inst_42949,inst_37888,0.166666666667,net_27924
inst_42949,inst_41486,0.166666666667,net_27924
inst_42949,inst_41487,0.166666666667,net_27924
inst_42949,inst_42946,0.166666666667,net_27924
inst_42949,inst_42952,0.166666666667,net_27924
inst_42945,inst_37719,0.142857142857,net_27925
inst_42945,inst_37720,0.142857142857,net_27925
inst_42945,inst_41367,0.142857142857,net_27925
inst_42945,inst_41368,0.142857142857,net_27925
inst_42945,inst_41369,0.142857142857,net_27925
inst_42945,inst_42950,0.142857142857,net_27925
inst_42945,inst_42952,0.142857142857,net_27925
inst_42955,inst_37719,0.142857142857,net_27926
inst_42955,inst_37720,0.142857142857,net_27926
inst_42955,inst_41367,0.142857142857,net_27926
inst_42955,inst_41368,0.142857142857,net_27926
inst_42955,inst_41369,0.142857142857,net_27926
inst_42955,inst_42958,0.142857142857,net_27926
inst_42955,inst_42959,0.142857142857,net_27926
inst_42861,inst_37718,0.1,net_27927
inst_42861,inst_37719,0.1,net_27927
inst_42861,inst_41483,0.1,net_27927
inst_42861,inst_41484,0.1,net_27927
inst_42861,inst_41486,0.1,net_27927
inst_42861,inst_41487,0.1,net_27927
inst_42861,inst_42869,0.1,net_27927
inst_42861,inst_42878,0.1,net_27927
inst_42861,inst_42912,0.1,net_27927
inst_42861,inst_42913,0.1,net_27927
inst_42964,inst_37414,0.111111111111,net_27928
inst_42964,inst_37415,0.111111111111,net_27928
inst_42964,inst_42096,0.111111111111,net_27928
inst_42964,inst_42097,0.111111111111,net_27928
inst_42964,inst_42133,0.111111111111,net_27928
inst_42964,inst_42134,0.111111111111,net_27928
inst_42964,inst_42135,0.111111111111,net_27928
inst_42964,inst_42975,0.111111111111,net_27928
inst_42964,inst_42976,0.111111111111,net_27928
inst_42717,inst_37233,0.1,net_27929
inst_42717,inst_37236,0.1,net_27929
inst_42717,inst_42082,0.1,net_27929
inst_42717,inst_42083,0.1,net_27929
inst_42717,inst_42133,0.1,net_27929
inst_42717,inst_42134,0.1,net_27929
inst_42717,inst_42135,0.1,net_27929
inst_42717,inst_42726,0.1,net_27929
inst_42717,inst_42727,0.1,net_27929
inst_42717,inst_42820,0.1,net_27929
inst_42711,inst_37050,0.111111111111,net_27930
inst_42711,inst_37051,0.111111111111,net_27930
inst_42711,inst_42082,0.111111111111,net_27930
inst_42711,inst_42083,0.111111111111,net_27930
inst_42711,inst_42117,0.111111111111,net_27930
inst_42711,inst_42118,0.111111111111,net_27930
inst_42711,inst_42119,0.111111111111,net_27930
inst_42711,inst_42731,0.111111111111,net_27930
inst_42711,inst_42779,0.111111111111,net_27930
inst_43046,inst_37049,0.0833333333333,net_27931
inst_43046,inst_37050,0.0833333333333,net_27931
inst_43046,inst_42096,0.0833333333333,net_27931
inst_43046,inst_42097,0.0833333333333,net_27931
inst_43046,inst_42116,0.0833333333333,net_27931
inst_43046,inst_42117,0.0833333333333,net_27931
inst_43046,inst_42118,0.0833333333333,net_27931
inst_43046,inst_42119,0.0833333333333,net_27931
inst_43046,inst_43045,0.0833333333333,net_27931
inst_43046,inst_43050,0.0833333333333,net_27931
inst_43046,inst_43056,0.0833333333333,net_27931
inst_43046,inst_43057,0.0833333333333,net_27931
inst_43036,FE_DBTC1285_net_27932,0.166666666667,net_27932
inst_43036,inst_36866,0.166666666667,net_27932
inst_43036,inst_36869,0.166666666667,net_27932
inst_43036,inst_43000,0.166666666667,net_27932
inst_43036,inst_43001,0.166666666667,net_27932
inst_43036,inst_43045,0.166666666667,net_27932
inst_41237,inst_36830,0.25,net_27933
inst_41237,inst_36831,0.25,net_27933
inst_41237,inst_41246,0.25,net_27933
inst_41237,inst_41247,0.25,net_27933
inst_41238,FE_RC_1001_0,0.166666666667,net_27934
inst_41238,inst_36811,0.166666666667,net_27934
inst_41238,inst_41242,0.166666666667,net_27934
inst_41238,inst_41243,0.166666666667,net_27934
inst_41238,inst_41246,0.166666666667,net_27934
inst_41238,inst_41247,0.166666666667,net_27934
inst_41234,FE_RC_1001_0,0.2,net_27935
inst_41234,inst_36811,0.2,net_27935
inst_41234,inst_41242,0.2,net_27935
inst_41234,inst_41243,0.2,net_27935
inst_41234,inst_41244,0.2,net_27935
inst_41226,inst_36753,0.2,net_27936
inst_41226,inst_36754,0.2,net_27936
inst_41226,inst_41229,0.2,net_27936
inst_41226,inst_41232,0.2,net_27936
inst_41226,inst_41233,0.2,net_27936
inst_41193,inst_41215,1.0,net_27937
inst_38479,FE_RC_515_0,0.333333333333,net_27938
inst_38479,inst_35557,0.333333333333,net_27938
inst_38479,inst_38485,0.333333333333,net_27938
inst_38480,inst_37414,0.333333333333,net_27939
inst_38480,inst_38484,0.333333333333,net_27939
inst_38480,inst_38485,0.333333333333,net_27939
inst_38454,inst_37414,0.5,net_27940
inst_38454,inst_38469,0.5,net_27940
inst_38456,inst_37414,0.333333333333,net_27941
inst_38456,inst_38460,0.333333333333,net_27941
inst_38456,inst_38469,0.333333333333,net_27941
inst_38462,FE_RC_782_0,0.25,net_27942
inst_38462,inst_37387,0.25,net_27942
inst_38462,inst_38473,0.25,net_27942
inst_38462,inst_38474,0.25,net_27942
inst_38453,inst_37348,0.5,net_27943
inst_38453,inst_38481,0.5,net_27943
inst_38471,inst_37236,0.2,net_27944
inst_38471,inst_38457,0.2,net_27944
inst_38471,inst_38477,0.2,net_27944
inst_38471,inst_38478,0.2,net_27944
inst_38471,inst_38481,0.2,net_27944
inst_38472,inst_36151,0.125,net_27945
inst_38472,inst_38458,0.125,net_27945
inst_38472,inst_38459,0.125,net_27945
inst_38472,inst_38476,0.125,net_27945
inst_38472,inst_38477,0.125,net_27945
inst_38472,inst_38478,0.125,net_27945
inst_38472,inst_38483,0.125,net_27945
inst_38472,inst_38484,0.125,net_27945
inst_38413,inst_36119,0.25,net_27946
inst_38413,inst_38428,0.25,net_27946
inst_38413,inst_38429,0.25,net_27946
inst_38413,inst_38493,0.25,net_27946
inst_38445,inst_36050,0.333333333333,net_27947
inst_38445,inst_38451,0.333333333333,net_27947
inst_38445,inst_38493,0.333333333333,net_27947
inst_38438,inst_36050,0.25,net_27948
inst_38438,inst_38447,0.25,net_27948
inst_38438,inst_38448,0.25,net_27948
inst_38438,inst_38493,0.25,net_27948
inst_38468,FE_RC_782_0,0.166666666667,net_27949
inst_38468,inst_36033,0.166666666667,net_27949
inst_38468,inst_38475,0.166666666667,net_27949
inst_38468,inst_38481,0.166666666667,net_27949
inst_38468,inst_38485,0.166666666667,net_27949
inst_38468,inst_38493,0.166666666667,net_27949
inst_37933,inst_36033,0.142857142857,net_27950
inst_37933,inst_37941,0.142857142857,net_27950
inst_37933,inst_37958,0.142857142857,net_27950
inst_37933,inst_37959,0.142857142857,net_27950
inst_37933,inst_37960,0.142857142857,net_27950
inst_37933,inst_38088,0.142857142857,net_27950
inst_37933,inst_38089,0.142857142857,net_27950
inst_37911,inst_35734,0.166666666667,net_27951
inst_37911,inst_37931,0.166666666667,net_27951
inst_37911,inst_37958,0.166666666667,net_27951
inst_37911,inst_37959,0.166666666667,net_27951
inst_37911,inst_37960,0.166666666667,net_27951
inst_37911,inst_38085,0.166666666667,net_27951
inst_37912,inst_35734,0.2,net_27952
inst_37912,inst_37922,0.2,net_27952
inst_37912,inst_37931,0.2,net_27952
inst_37912,inst_37976,0.2,net_27952
inst_37912,inst_38102,0.2,net_27952
inst_37879,inst_35734,0.25,net_27953
inst_37879,inst_37894,0.25,net_27953
inst_37879,inst_37955,0.25,net_27953
inst_37879,inst_38156,0.25,net_27953
inst_37882,FE_DBTC1284_net_27954,0.25,net_27954
inst_37882,inst_37888,0.25,net_27954
inst_37882,inst_37894,0.25,net_27954
inst_37882,inst_38156,0.25,net_27954
inst_37852,FE_DBTC1283_net_27955,0.142857142857,net_27955
inst_37852,inst_37891,0.142857142857,net_27955
inst_37852,inst_37892,0.142857142857,net_27955
inst_37852,inst_37946,0.142857142857,net_27955
inst_37852,inst_37947,0.142857142857,net_27955
inst_37852,inst_37948,0.142857142857,net_27955
inst_37852,inst_38156,0.142857142857,net_27955
inst_37851,inst_35557,0.111111111111,net_27956
inst_37851,inst_37859,0.111111111111,net_27956
inst_37851,inst_37860,0.111111111111,net_27956
inst_37851,inst_37891,0.111111111111,net_27956
inst_37851,inst_37892,0.111111111111,net_27956
inst_37851,inst_37972,0.111111111111,net_27956
inst_37851,inst_37973,0.111111111111,net_27956
inst_37851,inst_38225,0.111111111111,net_27956
inst_37851,inst_38242,0.111111111111,net_27956
inst_37867,FE_RC_2408_0,0.111111111111,net_27957
inst_37867,inst_35557,0.111111111111,net_27957
inst_37867,inst_37857,0.111111111111,net_27957
inst_37867,inst_37877,0.111111111111,net_27957
inst_37867,inst_37886,0.111111111111,net_27957
inst_37867,inst_37891,0.111111111111,net_27957
inst_37867,inst_37956,0.111111111111,net_27957
inst_37867,inst_37957,0.111111111111,net_27957
inst_37867,inst_38228,0.111111111111,net_27957
inst_37853,FE_RC_2408_0,0.142857142857,net_27958
inst_37853,inst_35557,0.142857142857,net_27958
inst_37853,inst_37905,0.142857142857,net_27958
inst_37853,inst_37906,0.142857142857,net_27958
inst_37853,inst_37956,0.142857142857,net_27958
inst_37853,inst_38061,0.142857142857,net_27958
inst_37853,inst_38062,0.142857142857,net_27958
inst_37961,inst_35846,0.125,net_27959
inst_37961,inst_35847,0.125,net_27959
inst_37961,inst_35848,0.125,net_27959
inst_37961,inst_35849,0.125,net_27959
inst_37961,inst_35850,0.125,net_27959
inst_37961,inst_37975,0.125,net_27959
inst_37961,inst_38061,0.125,net_27959
inst_37961,inst_38062,0.125,net_27959
inst_37979,inst_36289,0.166666666667,net_27960
inst_37979,inst_36290,0.166666666667,net_27960
inst_37979,inst_36291,0.166666666667,net_27960
inst_37979,inst_38037,0.166666666667,net_27960
inst_37979,inst_38108,0.166666666667,net_27960
inst_37979,inst_38109,0.166666666667,net_27960
inst_37989,inst_36289,0.142857142857,net_27961
inst_37989,inst_36290,0.142857142857,net_27961
inst_37989,inst_36291,0.142857142857,net_27961
inst_37989,inst_37992,0.142857142857,net_27961
inst_37989,inst_37993,0.142857142857,net_27961
inst_37989,inst_38126,0.142857142857,net_27961
inst_37989,inst_38127,0.142857142857,net_27961
inst_37994,inst_36190,0.166666666667,net_27962
inst_37994,inst_36191,0.166666666667,net_27962
inst_37994,inst_36192,0.166666666667,net_27962
inst_37994,inst_38034,0.166666666667,net_27962
inst_37994,inst_38126,0.166666666667,net_27962
inst_37994,inst_38127,0.166666666667,net_27962
inst_37654,inst_36190,0.1,net_27963
inst_37654,inst_36191,0.1,net_27963
inst_37654,inst_36192,0.1,net_27963
inst_37654,inst_37646,0.1,net_27963
inst_37654,inst_37647,0.1,net_27963
inst_37654,inst_37659,0.1,net_27963
inst_37654,inst_37666,0.1,net_27963
inst_37654,inst_37677,0.1,net_27963
inst_37654,inst_38192,0.1,net_27963
inst_37654,inst_38193,0.1,net_27963
inst_37651,inst_36160,0.111111111111,net_27964
inst_37651,inst_36161,0.111111111111,net_27964
inst_37651,inst_36162,0.111111111111,net_27964
inst_37651,inst_37635,0.111111111111,net_27964
inst_37651,inst_37637,0.111111111111,net_27964
inst_37651,inst_37666,0.111111111111,net_27964
inst_37651,inst_37703,0.111111111111,net_27964
inst_37651,inst_38192,0.111111111111,net_27964
inst_37651,inst_38193,0.111111111111,net_27964
inst_37717,inst_36160,0.0909090909091,net_27965
inst_37717,inst_36161,0.0909090909091,net_27965
inst_37717,inst_36162,0.0909090909091,net_27965
inst_37717,inst_37629,0.0909090909091,net_27965
inst_37717,inst_37663,0.0909090909091,net_27965
inst_37717,inst_37664,0.0909090909091,net_27965
inst_37717,inst_37710,0.0909090909091,net_27965
inst_37717,inst_37711,0.0909090909091,net_27965
inst_37717,inst_37720,0.0909090909091,net_27965
inst_37717,inst_38192,0.0909090909091,net_27965
inst_37717,inst_38193,0.0909090909091,net_27965
inst_37639,FE_RC_359_0,0.111111111111,net_27966
inst_37639,inst_36160,0.111111111111,net_27966
inst_37639,inst_36161,0.111111111111,net_27966
inst_37639,inst_36162,0.111111111111,net_27966
inst_37639,inst_37638,0.111111111111,net_27966
inst_37639,inst_37646,0.111111111111,net_27966
inst_37639,inst_37702,0.111111111111,net_27966
inst_37639,inst_37703,0.111111111111,net_27966
inst_37639,inst_38219,0.111111111111,net_27966
inst_37640,FE_RC_359_0,0.125,net_27967
inst_37640,inst_36145,0.125,net_27967
inst_37640,inst_37638,0.125,net_27967
inst_37640,inst_37642,0.125,net_27967
inst_37640,inst_37643,0.125,net_27967
inst_37640,inst_37678,0.125,net_27967
inst_37640,inst_37679,0.125,net_27967
inst_37640,inst_38219,0.125,net_27967
inst_37645,inst_35848,0.111111111111,net_27968
inst_37645,inst_35849,0.111111111111,net_27968
inst_37645,inst_35850,0.111111111111,net_27968
inst_37645,inst_37638,0.111111111111,net_27968
inst_37645,inst_37648,0.111111111111,net_27968
inst_37645,inst_37678,0.111111111111,net_27968
inst_37645,inst_37679,0.111111111111,net_27968
inst_37645,inst_38222,0.111111111111,net_27968
inst_37645,inst_38223,0.111111111111,net_27968
inst_37627,inst_35842,0.125,net_27969
inst_37627,inst_35843,0.125,net_27969
inst_37627,inst_35844,0.125,net_27969
inst_37627,inst_37633,0.125,net_27969
inst_37627,inst_37678,0.125,net_27969
inst_37627,inst_37679,0.125,net_27969
inst_37627,inst_38222,0.125,net_27969
inst_37627,inst_38223,0.125,net_27969
inst_37579,inst_37594,0.333333333333,net_27970
inst_37579,inst_37676,0.333333333333,net_27970
inst_37579,inst_37677,0.333333333333,net_27970
inst_36709,inst_35842,0.125,net_27971
inst_36709,inst_35843,0.125,net_27971
inst_36709,inst_35844,0.125,net_27971
inst_36709,inst_36674,0.125,net_27971
inst_36709,inst_36675,0.125,net_27971
inst_36709,inst_36712,0.125,net_27971
inst_36709,inst_36713,0.125,net_27971
inst_36709,inst_37281,0.125,net_27971
inst_36706,FE_DBTC1282_net_27972,0.142857142857,net_27972
inst_36706,inst_35842,0.142857142857,net_27972
inst_36706,inst_35843,0.142857142857,net_27972
inst_36706,inst_35844,0.142857142857,net_27972
inst_36706,inst_36666,0.142857142857,net_27972
inst_36706,inst_36710,0.142857142857,net_27972
inst_36706,inst_37305,0.142857142857,net_27972
inst_36687,inst_35814,0.1,net_27973
inst_36687,inst_35815,0.1,net_27973
inst_36687,inst_35816,0.1,net_27973
inst_36687,inst_36620,0.1,net_27973
inst_36687,inst_36621,0.1,net_27973
inst_36687,inst_36690,0.1,net_27973
inst_36687,inst_36703,0.1,net_27973
inst_36687,inst_36704,0.1,net_27973
inst_36687,inst_36705,0.1,net_27973
inst_36687,inst_37301,0.1,net_27973
inst_36673,inst_35814,0.142857142857,net_27974
inst_36673,inst_35815,0.142857142857,net_27974
inst_36673,inst_35816,0.142857142857,net_27974
inst_36673,inst_36677,0.142857142857,net_27974
inst_36673,inst_36678,0.142857142857,net_27974
inst_36673,inst_36729,0.142857142857,net_27974
inst_36673,inst_37349,0.142857142857,net_27974
inst_37040,inst_35744,0.0833333333333,net_27975
inst_37040,inst_35745,0.0833333333333,net_27975
inst_37040,inst_35746,0.0833333333333,net_27975
inst_37040,inst_36857,0.0833333333333,net_27975
inst_37040,inst_37045,0.0833333333333,net_27975
inst_37040,inst_37046,0.0833333333333,net_27975
inst_37040,inst_37056,0.0833333333333,net_27975
inst_37040,inst_37057,0.0833333333333,net_27975
inst_37040,inst_37080,0.0833333333333,net_27975
inst_37040,inst_37081,0.0833333333333,net_27975
inst_37040,inst_37082,0.0833333333333,net_27975
inst_37040,inst_37590,0.0833333333333,net_27975
inst_36612,inst_35744,0.25,net_27976
inst_36612,inst_35745,0.25,net_27976
inst_36612,inst_35746,0.25,net_27976
inst_36612,inst_36679,0.25,net_27976
inst_37047,inst_35744,0.0833333333333,net_27977
inst_37047,inst_35745,0.0833333333333,net_27977
inst_37047,inst_35746,0.0833333333333,net_27977
inst_37047,inst_36890,0.0833333333333,net_27977
inst_37047,inst_37049,0.0833333333333,net_27977
inst_37047,inst_37050,0.0833333333333,net_27977
inst_37047,inst_37056,0.0833333333333,net_27977
inst_37047,inst_37057,0.0833333333333,net_27977
inst_37047,inst_37080,0.0833333333333,net_27977
inst_37047,inst_37081,0.0833333333333,net_27977
inst_37047,inst_37082,0.0833333333333,net_27977
inst_37047,inst_37590,0.0833333333333,net_27977
inst_37039,inst_35729,0.1,net_27978
inst_37039,inst_35730,0.1,net_27978
inst_37039,inst_35731,0.1,net_27978
inst_37039,inst_36890,0.1,net_27978
inst_37039,inst_37048,0.1,net_27978
inst_37039,inst_37056,0.1,net_27978
inst_37039,inst_37057,0.1,net_27978
inst_37039,inst_37565,0.1,net_27978
inst_37039,inst_37566,0.1,net_27978
inst_37039,inst_37590,0.1,net_27978
inst_37038,FE_RC_393_0,0.1,net_27979
inst_37038,inst_35726,0.1,net_27979
inst_37038,inst_35727,0.1,net_27979
inst_37038,inst_35728,0.1,net_27979
inst_37038,inst_36890,0.1,net_27979
inst_37038,inst_37565,0.1,net_27979
inst_37038,inst_37566,0.1,net_27979
inst_37038,inst_37570,0.1,net_27979
inst_37038,inst_37571,0.1,net_27979
inst_37038,inst_37572,0.1,net_27979
inst_36613,inst_35726,0.0909090909091,net_27980
inst_36613,inst_35727,0.0909090909091,net_27980
inst_36613,inst_35728,0.0909090909091,net_27980
inst_36613,inst_36617,0.0909090909091,net_27980
inst_36613,inst_36618,0.0909090909091,net_27980
inst_36613,inst_36710,0.0909090909091,net_27980
inst_36613,inst_37363,0.0909090909091,net_27980
inst_36613,inst_37365,0.0909090909091,net_27980
inst_36613,inst_37570,0.0909090909091,net_27980
inst_36613,inst_37571,0.0909090909091,net_27980
inst_36613,inst_37572,0.0909090909091,net_27980
inst_36600,inst_35693,0.125,net_27981
inst_36600,inst_35694,0.125,net_27981
inst_36600,inst_35695,0.125,net_27981
inst_36600,inst_36590,0.125,net_27981
inst_36600,inst_36591,0.125,net_27981
inst_36600,inst_36602,0.125,net_27981
inst_36600,inst_36605,0.125,net_27981
inst_36600,inst_36607,0.125,net_27981
inst_36575,inst_35693,0.2,net_27982
inst_36575,inst_35694,0.2,net_27982
inst_36575,inst_35695,0.2,net_27982
inst_36575,inst_36602,0.2,net_27982
inst_36575,inst_36604,0.2,net_27982
inst_36327,inst_36333,0.5,net_27983
inst_36327,inst_37236,0.5,net_27983
inst_36328,inst_36330,0.166666666667,net_27984
inst_36328,inst_36333,0.166666666667,net_27984
inst_36328,inst_36334,0.166666666667,net_27984
inst_36328,inst_36336,0.166666666667,net_27984
inst_36328,inst_36337,0.166666666667,net_27984
inst_36328,inst_37208,0.166666666667,net_27984
inst_36300,inst_36312,0.333333333333,net_27985
inst_36300,inst_36318,0.333333333333,net_27985
inst_36300,inst_37208,0.333333333333,net_27985
inst_36306,inst_36323,0.5,net_27986
inst_36306,inst_37208,0.5,net_27986
inst_36307,FE_DBTC1281_net_27987,0.333333333333,net_27987
inst_36307,inst_36306,0.333333333333,net_27987
inst_36307,inst_36318,0.333333333333,net_27987
inst_36308,inst_36312,0.333333333333,net_27988
inst_36308,inst_36318,0.333333333333,net_27988
inst_36308,inst_37163,0.333333333333,net_27988
inst_36311,inst_36313,0.333333333333,net_27989
inst_36311,inst_36318,0.333333333333,net_27989
inst_36311,inst_37096,0.333333333333,net_27989
inst_36209,inst_36212,0.25,net_27990
inst_36209,inst_36216,0.25,net_27990
inst_36209,inst_36329,0.25,net_27990
inst_36209,inst_37096,0.25,net_27990
inst_36206,inst_36212,0.333333333333,net_27991
inst_36206,inst_36213,0.333333333333,net_27991
inst_36206,inst_37096,0.333333333333,net_27991
inst_36208,inst_36216,0.25,net_27992
inst_36208,inst_36255,0.25,net_27992
inst_36208,inst_36257,0.25,net_27992
inst_36208,inst_36724,0.25,net_27992
inst_36235,inst_36231,0.2,net_27993
inst_36235,inst_36238,0.2,net_27993
inst_36235,inst_36255,0.2,net_27993
inst_36235,inst_36257,0.2,net_27993
inst_36235,inst_36454,0.2,net_27993
inst_36225,inst_36229,0.2,net_27994
inst_36225,inst_36240,0.2,net_27994
inst_36225,inst_36320,0.2,net_27994
inst_36225,inst_36321,0.2,net_27994
inst_36225,inst_36454,0.2,net_27994
inst_36223,inst_36231,0.2,net_27995
inst_36223,inst_36236,0.2,net_27995
inst_36223,inst_36238,0.2,net_27995
inst_36223,inst_36256,0.2,net_27995
inst_36223,inst_36454,0.2,net_27995
inst_36222,inst_36236,0.25,net_27996
inst_36222,inst_36238,0.25,net_27996
inst_36222,inst_36305,0.25,net_27996
inst_36222,inst_36423,0.25,net_27996
inst_36044,inst_36048,0.2,net_27997
inst_36044,inst_36049,0.2,net_27997
inst_36044,inst_36092,0.2,net_27997
inst_36044,inst_36305,0.2,net_27997
inst_36044,inst_36423,0.2,net_27997
inst_36046,FE_RC_2445_0,0.25,net_27998
inst_36046,inst_36071,0.25,net_27998
inst_36046,inst_36335,0.25,net_27998
inst_36046,inst_36423,0.25,net_27998
inst_36047,FE_RC_2445_0,0.1,net_27999
inst_36047,inst_36050,0.1,net_27999
inst_36047,inst_36093,0.1,net_27999
inst_36047,inst_36094,0.1,net_27999
inst_36047,inst_36335,0.1,net_27999
inst_36047,inst_37528,0.1,net_27999
inst_36047,inst_37529,0.1,net_27999
inst_36047,inst_37536,0.1,net_27999
inst_36047,inst_37537,0.1,net_27999
inst_36047,inst_37538,0.1,net_27999
inst_36039,inst_36042,0.125,net_28000
inst_36039,inst_36093,0.125,net_28000
inst_36039,inst_36094,0.125,net_28000
inst_36039,inst_37528,0.125,net_28000
inst_36039,inst_37529,0.125,net_28000
inst_36039,inst_37536,0.125,net_28000
inst_36039,inst_37537,0.125,net_28000
inst_36039,inst_37538,0.125,net_28000
inst_36028,FE_DBTC1280_net_28001,0.125,net_28001
inst_36028,inst_36032,0.125,net_28001
inst_36028,inst_36102,0.125,net_28001
inst_36028,inst_36326,0.125,net_28001
inst_36028,inst_36857,0.125,net_28001
inst_36028,inst_37026,0.125,net_28001
inst_36028,inst_37027,0.125,net_28001
inst_36028,inst_37028,0.125,net_28001
inst_36016,inst_36037,0.1,net_28002
inst_36016,inst_36038,0.1,net_28002
inst_36016,inst_36102,0.1,net_28002
inst_36016,inst_36333,0.1,net_28002
inst_36016,inst_36334,0.1,net_28002
inst_36016,inst_36893,0.1,net_28002
inst_36016,inst_36894,0.1,net_28002
inst_36016,inst_37026,0.1,net_28002
inst_36016,inst_37027,0.1,net_28002
inst_36016,inst_37028,0.1,net_28002
inst_36143,inst_36135,0.0833333333333,net_28003
